pages.offBoarding.workFlow.initiateRequest,
pages.offBoarding.workFlow.submitRequest,Nộp yêu cầu
pages.offBoarding.workFlow.oneOnOne,1-1 với người quản lý của bạn và nhận chấp thuận của họ
pages.offBoarding.workFlow.hrApproval,HR phê duyệt
pages.offBoarding.workFlow.relieving.exitInterview,Kết thúc pphỏng vấn và đóng hồ sơ
pages.offBoarding.workFlow.relieving.hrSendsDocuments,HR gửi thư cảm ơn
pages.offBoarding.workFlow.relieving.terminationComplete,
pages.offBoarding.advise.title,
pages.offBoarding.advise.question,
pages.offBoarding.advise.text,8/10 nhân viên đã thay đổi suy nghỉ sau khi nói chuyện với quản lý của họ.
pages.offBoarding.advise.scheduleMeeting,
pages.offBoarding.advise.btn.scheduleOneOnOne,
pages.offBoarding.advise.noteText.firstText,
pages.offBoarding.advise.noteText.secondText,
pages.offBoarding.consider.title,
pages.offBoarding.consider.discussText,
pages.offBoarding.consider.makeSureText,Đảm bảo rằng bạn đã hoàn thành dự án hiện tại của mình để tiếp tục cuộc thảo luận này.
pages.offBoarding.consider.preparedText.firstContent,
pages.offBoarding.consider.preparedText.secondContent,mà bạn có thể muốn xem trước khi đăng ký kết thúc liên hệ
pages.offBoarding.consider.preparedText.checkList,
pages.offBoarding.consider.btn.speakToManager,
pages.offBoarding.quickLinks.title,Liên kết
pages.offBoarding.quickLinks.documentTitle,
pages.offBoarding.reasonForm.title,Lý do nghỉ
pages.offBoarding.reasonForm.LWD,
pages.offBoarding.reasonForm.LWD.noteText,
pages.offBoarding.reasonForm.LWD.notePolicy,
pages.offBoarding.reasonForm.placeHolderInput,Lý do bạn quyết định kết thúc hành trình với công ty là...
pages.offBoarding.reasonForm.remind.content,"Theo mặc định, thông báo sẽ được gửi cho HR, quản lý và lặp lại các bước với trưởng bộ phận của bạn"
pages.offBoarding.reasonForm.btn.submit,Nộp
pages.offBoarding.reasonForm.btn.draft,Lưu nháp
pages.offBoarding.reasonForm.notification.btn,Đồng ý
pages.offBoarding.reasonForm.notification.secondText,Yêu cầu của bạn đã được gửi
pages.offBoarding.reasonForm.notification.firstText,
pages.offBoarding.yourRequest.title,Yêu cầu của bạn
pages.offBoarding.yourRequest.titleForDraft,Lưu nháp
pages.offBoarding.yourRequest.assigned,Đã phân công
pages.offBoarding.yourRequest.tentativeLWD,Dự kiến ngày làm việc cuối cùng
pages.offBoarding.yourRequest.reasonText,Lý do nghỉ
pages.offBoarding.yourRequest.requestOn,
pages.offBoarding.yourRequest.tentativeLWDText,
pages.offBoarding.yourRequest.reason,Lý do
pages.offBoarding.yourRequest.lastEdited,
pages.offBoarding.yourRequest.btn.withdraw,Rút lại
pages.offBoarding.yourRequest.btn.schedule1on1,
pages.offBoarding.yourRequest.btn.backToEdit,Quay lại chỉnh sửa
pages.offBoarding.yourRequest.btn.delete,Xoá
pages.offBoarding.yourRequest.popupText,Không thể rút lại yêu cầu nghỉ việc sau khi Người quản lý phê duyệt. Vui lòng nói chuyện với HR để thay đổi yêu cầu của bạn.
pages.offBoarding.yourRequest.modal.title,
pages.offBoarding.partnerRole.manager,Quản lý
pages.offBoarding.partnerRole.employee,Nhân viên
pages.offBoarding.chainOfApproval.title,Chuỗi phê duyệt
pages.offBoarding.status,Trạng thái
pages.offBoarding.status.inProgress,Đang tiến hành
pages.offBoarding.status.accepted,Đã chấp nhận
pages.offBoarding.status.draft,Nháp
pages.offBoarding.status.rejected,Đã từ chối
pages.offBoarding.status.withdrawn,Rút lại
pages.offBoarding.status.pendingWithdraw,Đang chờ
pages.offBoarding.status.deleted,Đã xoá
pages.offBoarding.note.title,Ghi chú
pages.offBoarding.note.defaultContent.firstText,
pages.offBoarding.note.defaultContent.secondText,để tìm hiểu thêm. LWD được tạo ra bởi hệ thống. Mọi yêu cầu thay đổi phải được sự chấp thuận của người quản lý nhân sự mới có hiệu lực.
pages.offBoarding.note.inProgressContent.attentionText,
pages.offBoarding.note.inProgressContent.firstText,
pages.offBoarding.note.inProgressContent.secondText,
pages.offBoarding.stepsTitle,
pages.offBoarding.setMeetingModalText.name,Tên
pages.offBoarding.setMeetingModalText.label.date,Ngày
pages.offBoarding.setMeetingModalText.label.startTime,Thời gian bắt đầu
pages.offBoarding.setMeetingModalText.label.endTime,Thời gian kết thúc
pages.offBoarding.setMeetingModalText.btn.set,Thiết lập
pages.offBoarding.setMeetingModalText.placeHolderDate,Chọn ngày
pages.offBoarding.setMeetingModalText.placeHolderStartTime,Chọn ngày bắt đầu
pages.offBoarding.setMeetingModalText.placeHolderEndTime,Chọn ngày kết thúc
pages.offBoarding.whatNext.1on1Meeting,
pages.offBoarding.whatNext.acceptMeeting,Chấp nhận cuộc họp
pages.offBoarding.whatNext.title,
pages.offBoarding.whatNext.notes,Ghi chú
pages.offBoarding.whatNext.managerRejectDateText,
pages.offBoarding.whatNext.managerPickDateText,
pages.offBoarding.whatNext.managerConfirmDateText,Yêu cầu họp đã được chấp nhận bởi
pages.offBoarding.whatNext.employeePickDate.firstText,
pages.offBoarding.whatNext.employeePickDate.secondText,để chấp nhận yêu cầu họp của bạn.
pages.offBoarding.whatNext.schedule1-on-1,
pages.offBoarding.whatNext.meetingContent.notStart,
pages.offBoarding.whatNext.meetingContent.notStart.noteText,
pages.offBoarding.whatNext.meetingContent.confirmNotification,
pages.offBoarding.whatSteps.title,Những bước kế tiếp
pages.offBoarding.whatSteps.content.firstContent,Bạn sẽ sớm nhận được tài liệu của buổi phỏng vấn thôi việc. Xem danh sách và nộp chúng trước buổi phỏng vấn.
pages.offBoarding.whatSteps.content.secondContent,Nhân sự sẽ sớm gửi lời mời cho cuộc phỏng vấn cho bạn.
pages.offBoarding.reAssignModal.label.from,Từ
pages.offBoarding.reAssignModal.messageErrorRequired.to,Vui lòng chọn một nhân viên
pages.offBoarding.reAssignModal.label.to,Đến
pages.offBoarding.reAssignModal.placeHolder.to,Nhập để tìm kiếm
pages.offBoarding.reAssignModal.btnAdd,Thêm
pages.offBoarding.filters.byDate,Theo ngày
pages.offBoarding.filters.from,Từ
pages.offBoarding.filters.to,Đến
pages.offBoarding.searchPlaceHolder,"Tìm kiếm theo số ticket, người thôi việc, yêu cầu..."
pages.offBoarding.detailTicket.titlePage,
pages.offBoarding.detailTicket.requesteeTitle,Người yêu cầu chi tiết
pages.offBoarding.detailTicket.resignationTitle,Yêu cầu từ chức chi tiết
pages.offBoarding.detailTicket.currentProjectTitle,Chi tiết dự án hiện tại
pages.offBoarding.hrView.processStatusText.inProgress,Yêu cầu vẫn đang được xem bởi người quản lý báo cáo
pages.offBoarding.hrView.processStatusText.accepted,Yêu cầu này được phê duyệt bởi
pages.offBoarding.hrView.processStatusText.deleted,Yêu cầu đã được xoá
pages.offBoarding.hrView.processStatusText.rejected,Yêu cầu đã được từ chối
pages.offBoarding.resignation.dateRequest,Ngày yêu cầu
pages.offBoarding.resignation.changedLWDText,
pages.offBoarding.resignation.changedByHRManager,Quản lý nhân sự
pages.offBoarding.resignation.changedByManager,
pages.offBoarding.resignation.systemGenerated,Hệ thống tự tạo
pages.offBoarding.closingComment.placeHolder,
pages.offBoarding.closingComment.canBeRehired,
pages.offBoarding.closingComment.requestReplacement,Yêu cầu thay thế
pages.offBoarding.closingComment.hr1on1required,Yêu cầu HR 1 kèm 1
pages.offBoarding.closingComment.requestDifferentLWD,Yêu cầu một LWD khác
pages.offBoarding.closingComment.smallNotice.firstContent,Vui lòng chọn tùy chọn này nếu bạn tin rằng nhân viên này có thể được thuê lại trong tương lai. Tùy chọn này sẽ vẫn là riêng tư đối với bạn và nhóm nhân sự.
pages.offBoarding.closingComment.smallNotice.secondContent,Vui lòng chọn tùy chọn này nếu bạn muốn mở một yêu cầu thay thế cho vị trí này.
pages.offBoarding.closingComment.smallNotice.thirdContent,Vui lòng chọn tùy chọn Có nếu bạn muốn HR  thảo luận về quyết định thôi việc với nhân viên này
pages.offBoarding.closingComment.smallNotice.finalContent,LWD thăng chức phải được người quản lý báo cáo của bạn xem xét và được người quản lý nhân sự phê duyệt để có hiệu l
pages.offBoarding.closingComment.title,Thêm Nhận xét kết thúc từ 1 trên 1 của bạn với nhân viên
pages.offBoarding.closingComment.label.LWD,Ngày làm việc cuối cùng (yêu cầu của quản lý
pages.offBoarding.closingComment.label.notes,Ghi chú
pages.offBoarding.closingComment.label.notesPlaceHolder,Lý do yêu cầu một LWD khác
pages.offBoarding.closingComment.btn.reject,Từ chối
pages.offBoarding.closingComment.btn.accept,Chấp nhận OT(overtime)
pages.offBoarding.closingComment.btn.ok,Đồng ý
pages.offBoarding.closingComment.result.rejected,
pages.offBoarding.closingComment.result.accepted,Yêu cầu OT(overtime) của nhân viên đã được chấp nhận
pages.offBoarding.closingComment.notification.acceptContent,Việc bạn chấp nhận yêu cầu đã được ghi lại và tất cả các bên liên quan sẽ được thông báo.
pages.offBoarding.closingComment.notification.defaultContent,
pages.offBoarding.hrClosingComment.title,
pages.offBoarding.hrClosingComment.notice,Bình luận của bạn cho yêu cầu 1 kèm 1 với {employeeName} đã được ghi lại. {employeeName} và quản lý nhân sự sẽ có thể xem bình luận này.
pages.offBoarding.managerClosingComment.title,
pages.offBoarding.managerClosingComment.smallNotice.firstContent,
pages.offBoarding.managerClosingComment.smallNotice.firstContentIsRehired,Ứng viên này có thể được nhận lại
pages.offBoarding.managerClosingComment.smallNotice.secondContent,
pages.offBoarding.managerClosingComment.lastUpdated,
pages.offBoarding.hr1on1.title,
pages.offBoarding.hr1on1.defaultTitle,Yêu cầu HR 1 kèm 1
pages.offBoarding.hr1on1.contentTextNotStart,Quản lý báo cáo đã yêu cầu HR nói chuyện với nhân viên về quyết định của họ.
pages.offBoarding.requestDifferentLWD.title,
pages.offBoarding.requestDifferentLWD.reason,
pages.offBoarding.requestDifferentLWD.none,Không
pages.offBoarding.requestDifferentLWD.approvedBy,LWD được phê duyệt bởi
pages.offBoarding.requestDifferentLWD.rejectedBy,
pages.offBoarding.requestDifferentLWD.LWD.label,Ngày làm việc cuối cùng
pages.offBoarding.hrApproval.contentText,Vui lòng chấp nhận hoặc từ chối đơn OT(overtime)
pages.offBoarding.assignee.title,
pages.offBoarding.assignee.managerApproval,Quản lý phê duyệt
pages.offBoarding.assignee.note,
pages.offBoarding.assignee.btn.done,Hoàn thành
pages.offBoarding.assignee.btn.delegateRequest,
pages.offBoarding.assignee.type.primary,Chính
pages.offBoarding.assignee.type.secondary,Thứ hai
pages.offBoarding.assignee.input.placeholder,Nhập để tìm kiếm
pages.offBoarding.settings.emailNotifications.title,
pages.offBoarding.settings.emailNotifications.description,"Cho phép HR xác định tất cả những người sẽ được thêm vào email ban đầu được gửi, khi nhân viên nghỉ việc"
pages.offBoarding.settings.emailNotifications.notify.resignations,
pages.offBoarding.settings.emailNotifications.notify.tooltipText,Địa chỉ email được thêm tại đây sẽ được thông báo đến những Đơn OT(overtime) mới.
pages.offBoarding.settings.emailNotifications.notify.levelText.first,
pages.offBoarding.settings.emailNotifications.notify.levelText.last,
pages.offboardingManagement.title,
pages.offboardingManagement.status.approved,Đã duyệt
pages.offboardingManagement.status.inProgress,Đang tiến hành
pages.offboardingManagement.status.rejected,Đã từ chối
pages.offboardingManagement.status.draft,Nháp
pages.offboardingManagement.status.onHold,
pages.offboardingManagement.status.deleted,Đã xoá
pages.offboardingManagement.status.done,Hoàn thành
pages.offboardingManagement.status.completed,Hoàn tất
pages.offboardingManagement.userIdName,
pages.offboardingManagement.userA,Người dùng A
pages.offboardingManagement.userB,Người dùng B
pages.offboardingManagement.selectUser,
pages.offboardingManagement.getData,
pages.offboardingManagement.downloadCSV,
pages.offboardingManagement.no,Số.
pages.offboardingManagement.ticketID,ID ticket
pages.offboardingManagement.userID,ID người dùng
pages.offboardingManagement.fullName,Tên đầy đủ
pages.offboardingManagement.group,Nhóm
pages.offboardingManagement.submittedDate,
pages.offboardingManagement.status,Trạng thái
pages.offboardingManagement.lastWorkingDate,Ngày làm việc cuối cùng
pages.offboardingManagement.action,Tách vụ
pages.offboardingManagement.viewRequest,Xem yêu cầu
pages.OnboardingCustomField.customFields,Trường tuỳ chỉnh
pages.OnboardingCustomField.text,
pages.OnboardingCustomField.addNewSection,Thêm vùng mới
pages.OnboardingCustomField.addNewField,Thêm trường mới
pages.OnboardingCustomField.customSections&Fields,Vùng & trường tuỳ chỉnh
pages.OnboardingCustomField.sectionName,Phần tên
pages.OnboardingCustomField.fieldName,
pages.OnboardingCustomField.actions,Tách vụ
pages.OnboardingCustomField.createACustomFieldSection,
pages.OnboardingCustomField.CreateCustomFieldSection,
pages.OnboardingCustomField.fillingOutTheFields,
pages.OnboardingCustomField.text2,Đây có phải là một lĩnh vực nhạy cảm? Chỉ quản trị viên không bị hạn chế xem các trường nhạy cảm mới có thể xem các trường tùy chỉnh nhạy cảm.
pages.OnboardingCustomField.whoWillFillOutThisField,
pages.OnboardingCustomField.completedDuringOnboarding,
pages.OnboardingCustomField.shouldTheIndividual,
pages.OnboardingCustomField.shouldTheIndividualManager,
pages.OnboardingCustomField.Filters,Lọc
pages.OnboardingCustomField.text3,Điều này áp dụng cho ai? Bạn có thể có các trường chỉ có thể áp dụng cho một số nhân viên nhất định. Bạn có thể tùy chỉnh trường để đảm bảo rằng bạn đang yêu cầu thông tin này khi cần.
pages.OnboardingCustomField.Save&Return,Lưu & quay lại
pages.OnboardingCustomField.Cancel,Huỷ
pages.OnboardingCustomField.paragarph,
pages.OnboardingCustomField.FillingOutTheField,
pages.OnboardingCustomField.Prompt,
pages.OnboardingCustomField.note,
pages.OnboardingCustomField.HelpText,
pages.OnboardingCustomField.note2,
pages.OnboardingCustomField.Helpmedia,
pages.OnboardingCustomField.note3,"Trong tương lai, nếu bạn muốn thêm media file để hiển thị cho nhân viên, hãy tải lên bên dưới"
pages.projectManagement.projects,Dự án
pages.projectManagement.tabSettings,Cài đặt
pages.projectManagement.export,Xuất
pages.projectManagement.allProjects,Tất cả dự án
pages.projectManagement.projectName,Tên dự án
pages.projectManagement.customer,Khách hàng
pages.projectManagement.projectType,Loại dự án
pages.projectManagement.projectManager,
pages.projectManagement.startDate,Ngày bắt đầu
pages.projectManagement.endDate,Ngày kết thúc
pages.projectManagement.division,Bộ phận
pages.projectManagement.status,Trạng thái
pages.projectManagement.editProject.title,Chỉnh sửa trang thái
pages.projectManagement.editProject.initialStatus,Trang thái bạn đầu
pages.projectManagement.editProject.newStatus,Trạng thái mới
pages.projectManagement.editProject.reason,
pages.projectManagement.resources,Nguồn
pages.projectManagement.resource,Nguồn
pages.projectManagement.action,Tách vụ
pages.projectManagement.addNewProject,Thêm dự án mới
pages.projectManagement.addNewProject.selectCustomer.placeholder,
pages.projectManagement.addNewProject.engagementType,Loại cam kết
pages.projectManagement.addNewProject.accountOwner,Chủ tài khoản
pages.projectManagement.addNewProject.projectId,ID dự án
pages.projectManagement.addNewProject.projectId.placeholder,ID dự án (tự động tạo)
pages.projectManagement.addNewProject.projectId.tooltip,
pages.projectManagement.addNewProject.projectStatus,Trạng thái dự án
pages.projectManagement.addNewProject.projectStatus.placeholder,Chọn trạng thái dự án
pages.projectManagement.addNewProject.projectName.placeholder,
pages.projectManagement.addNewProject.projectAlias,Bí danh dự án (tuỳ chọn)
pages.projectManagement.addNewProject.projectAlias.placeholder,
pages.projectManagement.addNewProject.tentativeEndDate,
pages.projectManagement.addNewProject.tentativeEndDate.placeholder,
pages.projectManagement.addNewProject.estimation,
pages.projectManagement.addNewProject.billableHeadCount,Số nhân sự có thể thanh toán
pages.projectManagement.addNewProject.billableHeadCount.placeholder,
pages.projectManagement.addNewProject.bufferHeadCount,Số lượng nhân viên đệm
pages.projectManagement.addNewProject.bufferHeadCount.placeholder,
pages.projectManagement.addNewProject.projectDescription,Mô tả dự án
pages.projectManagement.addNewProject.projectDescription.message,Nhập mô tả dự án
pages.projectManagement.addNewProject.engineeringOwner,
pages.projectManagement.addNewProject.engineeringOwner.message,
pages.projectManagement.addNewProject.tags,Thẻ
pages.projectManagement.addNewProject.tags.message,Chọ thẻ
pages.projectManagement.filterProject.projectId,Theo ID dự án
pages.projectManagement.filterProject.division,Theo bộ phận
pages.projectManagement.filterProject.resourceType,Theo loại nguồn
pages.projectManagement.filterProject.billingStatus,Theo trang thái thanh toán
pages.projectManagement.filterProject.projectName,Theo tên dự án
pages.projectManagement.filterProject.projectName.placeholder,Chọn tên dự án
pages.projectManagement.filterProject.customerId,Theo khách hàng
pages.projectManagement.filterProject.engagementType,Theo loại tương tác
pages.projectManagement.filterProject.projectManager,Theo quản lý dự án
pages.projectManagement.filterProject.projectStatus,Theo trang thái
pages.projectManagement.deleteProject.title,Xoá dự án
pages.projectManagement.deleteProject.buttonCancle,Huỷ
pages.projectManagement.deleteProject.buttonDelete,Xoá
pages.projectManagement.deleteProject.question,Bạn có chắc không muốn xoá mục này <strong>{projectName}</strong>?
pages.projectManagement.searchProject,"Tìm theo ID dự án, tên khách hàng"
pages.projectManagement.projectInformation.menu.summary,Bản tóm tắt
pages.projectManagement.projectInformation.menu.documents,Tài liệu
pages.projectManagement.projectInformation.menu.planning,
pages.projectManagement.projectInformation.menu.tracking,
pages.projectManagement.projectInformation.menu.reporting,
pages.projectManagement.projectInformation.menu.audit-trail,Kiểm toán truy nguyên
pages.projectManagement.projectInformation.summary.overview,Tổng quan
pages.projectManagement.projectInformation.summary.edit.startDate,
pages.projectManagement.projectInformation.summary.edit.tentativeEndDate,Ngày kết thúc:
pages.projectManagement.projectInformation.summary.edit.tentativeEndDate.placeholder,Chọn ngày kết thúc
pages.projectManagement.projectInformation.summary.edit.projectDescription,Mô tả dự án:
pages.projectManagement.projectInformation.summary.edit.billableHeadCount,Số nhân sự có thể thanh toán
pages.projectManagement.projectInformation.summary.edit.billableHeadCount.placeholder,
pages.projectManagement.projectInformation.summary.edit.bufferHeadCount,Số lượng nhân viên đệm
pages.projectManagement.projectInformation.summary.edit.bufferHeadCount.placeholder,
pages.projectManagement.projectInformation.summary.edit.estimation,
pages.projectManagement.projectInformation.cancleButton,Huỷ
pages.projectManagement.projectInformation.edit.updateButton,Tải lên
pages.projectManagement.projectInformation.summary.projectDescription,Mô tả dự án:
pages.projectManagement.projectInformation.summary.billableHeadCount,Số nhân sự có thể thanh toán
pages.projectManagement.projectInformation.summary.bufferHeadCount,Số lượng nhân viên đệm
pages.projectManagement.projectInformation.summary.estimation,
pages.projectManagement.projectInformation.summary.projectHistory.title,Lịch sử dự án
pages.projectManagement.projectInformation.summary.projectHistory.time,Thời gian
pages.projectManagement.projectInformation.description,Mô tả
pages.projectManagement.projectInformation.summary.projectHistory.comments,Bình luận
pages.projectManagement.projectInformation.summary.projectHistory.updatedByInfo,
pages.projectManagement.projectInformation.summary.editModal.billableHeadCount.title,
pages.projectManagement.projectInformation.summary.editModal.billableHeadCount.updateText,Lưu thay đổi
pages.projectManagement.projectInformation.summary.editModal.billableHeadCount.initialBillableHeadCount,
pages.projectManagement.projectInformation.summary.editModal.billableHeadCount.newBillableHeadCount,
pages.projectManagement.projectInformation.summary.editModal.billableHeadCount.newBillableHeadCount.message2,
pages.projectManagement.projectInformation.summary.editModal.billableHeadCount.newBillableHeadCount.placeholder,
pages.projectManagement.projectInformation.summary.editModal.billableHeadCount.reason,
pages.projectManagement.projectInformation.summary.editModal.billableHeadCount.changed,Số nhân sự có thể thanh toán đã thay đổi
pages.projectManagement.projectInformation.summary.editModal.bufferHeadCount.title,
pages.projectManagement.projectInformation.summary.editModal.bufferHeadCount.initialBufferHeadCount,
pages.projectManagement.projectInformation.summary.editModal.bufferHeadCount.newBufferHeadCount,
pages.projectManagement.projectInformation.summary.editModal.bufferHeadCount.newBufferHeadCount.message2,
pages.projectManagement.projectInformation.summary.editModal.bufferHeadCount.newBufferHeadCount.placeholder,
pages.projectManagement.projectInformation.summary.editModal.bufferHeadCount.reason,
pages.projectManagement.projectInformation.summary.editModal.bufferHeadCount.changed,Số lượng nhân viên đệm đã thay đổi
pages.projectManagement.projectInformation.summary.editModal.tentativeEndDate.title,
pages.projectManagement.projectInformation.summary.editModal.tentativeEndDate.initialEndDate,
pages.projectManagement.projectInformation.summary.editModal.tentativeEndDate.newEndDate,
pages.projectManagement.projectInformation.summary.editModal.tentativeEndDate.newEndDate.placeholder,Nhập ngày kết thúc
pages.projectManagement.projectInformation.summary.editModal.tentativeEndDate.reason,
pages.projectManagement.projectInformation.summary.editModal.tentativeEndDate.changed,
pages.projectManagement.projectInformation.documents.title,Tài liệu
pages.projectManagement.projectInformation.documents.addNewDocument,Thêm tài liệu mới
pages.projectManagement.projectInformation.documents.addDocument,Thêm tài liệu
pages.projectManagement.projectInformation.documents.searchDocument.placeholder,Tìm theo loại tài liệu
pages.projectManagement.projectInformation.documents.addDocument.documentType,Loại tài liệu
pages.projectManagement.projectInformation.documents.addDocument.documentType.message,
pages.projectManagement.projectInformation.documents.addDocument.documentName,Tên tài liệu
pages.projectManagement.projectInformation.documents.addDocument.documentName.message,
pages.projectManagement.projectInformation.documents.addDocument.comments,Bình luận (tuỳ chọn)
pages.projectManagement.projectInformation.documents.addDocument.file.message,Vui lòng chọn tài liệu
pages.projectManagement.projectInformation.documents.addDocument.file.drag,Kéo và thả file tại đây
pages.projectManagement.projectInformation.documents.addDocument.file.or,hoặc
pages.projectManagement.projectInformation.documents.addDocument.file.browse,duyệt
pages.projectManagement.projectInformation.documents.addDocument.file.upload,để tải lên một file
pages.projectManagement.projectInformation.documents.addDocument.file.type,Kích thước file không nên nhiều hơn 25MB. Hỗ trợ file để xem: pdf & jpeg
pages.projectManagement.projectInformation.documents.filterDocument.type,Theo loại tài liệu
pages.projectManagement.projectInformation.documents.filterDocument.uploadedBy,Theo nhân viên
pages.projectManagement.projectInformation.documents.filterDocument.uploadedDate,Theo ngày tải lên
pages.projectManagement.projectInformation.documents.table.documentName,Tên tài liệu
pages.projectManagement.projectInformation.documents.table.documentTypeName,Loại tài liệu
pages.projectManagement.projectInformation.documents.table.uploadedBy,Tải lên bởi
pages.projectManagement.projectInformation.documents.table.timeTaken,
pages.projectManagement.projectInformation.documents.detailDocument.queries,
pages.projectManagement.projectInformation.resource.emptyText1,
pages.projectManagement.projectInformation.resource.emptyText2,
pages.projectManagement.projectInformation.resource.addResource,Thêm loại nguồn
pages.projectManagement.projectInformation.resource.editResource,Chỉnh sửa loại nguồn
pages.projectManagement.projectInformation.resource.addResource.addButton,Thêm
pages.projectManagement.projectInformation.resource.addResource.projectName,Tên dự án:
pages.projectManagement.projectInformation.resource.addResource.engagementType,Loại cam kết:
pages.projectManagement.projectInformation.resource.addResource.tags,ticket:
pages.projectManagement.projectInformation.resource.addResource.resourceType.placeholder,
pages.projectManagement.projectInformation.resource.noOfResources,Số nguồn
pages.projectManagement.projectInformation.resource.addResource.noOfResources.placeholder,
pages.projectManagement.projectInformation.resource.addResource.billingStatus,Trạng thái thanh toán
pages.projectManagement.projectInformation.resource.addResource.billingStatus.placeholder,Chọn trạng thái thanh toán
pages.projectManagement.projectInformation.resource.addResource.estimatedEffort,
pages.projectManagement.projectInformation.resource.addResource.estimatedEffort.per,
pages.projectManagement.projectInformation.resource.addResource.estimatedEffort.technologies,
pages.projectManagement.projectInformation.resource.addResource.estimatedEffort.technologies.placeholder,
pages.projectManagement.projectInformation.resource.addResource.estimatedEffort.comments,Bình luận/ ghi chú
pages.projectManagement.projectInformation.resource.addResource.estimatedEffort.comments.placeholder,Thêm bình luận/ghi chú
pages.projectManagement.projectInformation.resource.resourceType,
pages.projectManagement.projectInformation.resource.resourceType.table.header.estimatedEffort,
pages.projectManagement.projectInformation.resource.resourceType.table.header.noOfResources,Số nguồn
pages.projectManagement.projectInformation.resource.resourceType.table.header.comments,Bình luận/ ghi chú
pages.projectManagement.projectInformation.resource.resourceType.view,Xem
pages.projectManagement.projectInformation.assign,Phân công
pages.projectManagement.projectInformation.resource.resourceType.edit,Chỉnh sửa
pages.projectManagement.projectInformation.resource.resourceType.delete,Xoá
pages.projectManagement.projectInformation.resource.resourceType.delete.message,Bạn có chắc chắn muốn xóa loại nguồn này
pages.projectManagement.projectInformation.resource.resourceType.view.name,Tên
pages.projectManagement.projectInformation.resource.resourceType.view.designation,Chỉnh định
pages.projectManagement.projectInformation.assignResource,Nguồn được chỉ định
pages.projectManagement.projectInformation.reviewResource,
pages.projectManagement.projectInformation.noteComments,Ghi chú/ bình luận:
pages.projectManagement.projectInformation.experience,Kinh nghiệm
pages.projectManagement.projectInformation.searchByName,Tìm kiếm theo tên
pages.projectManagement.projectInformation.next,Kế tiếp
pages.projectManagement.projectInformation.maybeLater,
pages.projectManagement.projectInformation.back,Quay lại
pages.projectManagement.projectInformation.needMore,
pages.projectManagement.projectInformation.raiseRequest,Nêu lên yêu cầu
pages.projectManagement.projectInformation.warning,
pages.projectManagement.projectInformation.yes,Đồng ý
pages.projectManagement.projectInformation.close,Đóng
pages.projectManagement.projectInformation.assigned,
pages.projectManagement.projectInformation.assignedSuccess,
pages.projectManagement.projectInformation.revisedEndDate,
pages.projectManagement.projectInformation.sureCancle,Bạn có chắc muốn huỷ?
pages.projectManagement.projectInformation.addResources,Thêm nguồn
pages.projectManagement.projectInformation.searchByNameResourceType,Tìm kiếm theo tên/ loại nguồn
pages.projectManagement.projectInformation.addedResources,
pages.projectManagement.projectInformation.addedSuccess,
pages.projectManagement.projectInformation.byDesignation,Theo chỉ định
pages.projectManagement.projectInformation.byStartDate,Theo ngày bắt đầu
pages.projectManagement.projectInformation.byEndDate,Theo tên phòng ban
pages.projectManagement.projectInformation.byRevised,Theo ngày sử đổi
pages.projectManagement.projectInformation.to,đến
pages.projectManagement.projectInformation.toBig,Đến
pages.projectManagement.projectInformation.byExperience,Theo kinh nghiệm
pages.projectManagement.projectInformation.byProject,Theo dự án
pages.projectManagement.projectInformation.planning.noMilestones,
pages.projectManagement.projectInformation.planning.noMilestones2,
pages.projectManagement.projectInformation.addMilestones,Thêm mốc thời gian
pages.projectManagement.projectInformation.addMilestone,Thêm mốc thời gian
pages.projectManagement.projectInformation.milestoneName,
pages.projectManagement.projectInformation.tentativeEndDate,
pages.projectManagement.projectInformation.planning.description,
pages.projectManagement.projectInformation.auditTrail.time,
pages.projectManagement.projectInformation.auditTrail.user,Người dùng
pages.projectManagement.projectInformation.auditTrail.changes,Thay đổi
pages.projectManagement.placeholder.pleaseSelect,Vui lòng chọn
pages.projectManagement.placeholder.milestoneName,
pages.projectManagement.selectStatus.placeholder,Chọn trạng thái
pages.projectManagement.enterComments.placeholder,
pages.projectManagement.selectEngagementType.placeholder,
pages.projectManagement.startDate.placeholder,Chọn ngày bắt đầu
pages.projectManagement.addNewProject.projectManager.placeholder,Nhập để tìm kiếm
pages.projectManagement.addNewProject.estimation.placeholder,
pages.projectManagement.yearOfExp.placeholder,Số năm kinh nghiệm
pages.projectManagement.selectProjectManager,
pages.projectManagement.selectGroups,Chọn tài kiệu
pages.projectManagement.division.placeholder,Chọn bộ phận
pages.projectManagement.rule.requiredField,Phần bắt buộc!
pages.projectManagement.rule.exp,Exp không hợp lệ
pages.projectManagement.rule.valueNumber,
pages.projectManagement.message.remove,Bạn có chắc muốn xoá?
app.pwa.offline,
app.pwa.serviceworker.updated,
app.pwa.serviceworker.updated.hint,Vui lòng nhấn 'Tải lại' để tải lại trang hiện tại
app.pwa.serviceworker.updated.ok,Tải lại
pages.resetPassword.createPassword,Tạo mật khẩu
pages.resetPassword.title,Tạo mật khẩu mới
pages.resetPassword.arrText1,
pages.resetPassword.arrText2,"Ít nhất một chữ cái, một số và ký tự đặc biệt"
pages.resetPassword.passwordLabel,
pages.resetPassword.pleaseInputYourNewPassword,
pages.resetPassword.minimumCharacter,
pages.resetPassword.passwordRules,
pages.resetPassword.confirmPasswordLabel,
